% Model,HG360_full_setoresRadiador_F7_30mm_ext_simul04_S14.mph
% Version,COMSOL 5.5.0.292
% Date,"Oct 10 2025, 09:25"
% Dimension,2
% Nodes,1108
% Expressions,1
% Description,Surface
% surf3x,surf3y,Color
-860.0000000001125,3766.666666666667,-5.891540748404014
-805.9633698977874,3786.095127774377,9.910696774936333
-751.9267397954623,3805.523588882086,25.712934298276682
-697.890109693137,3824.9520499897963,41.515171821617024
-860.000000000121,3844.444444444445,-3.7993136012832163
-805.9633698977958,3863.872905552154,12.002923922057128
-751.9267397954707,3883.3013666598636,27.805161445397474
-860.0000000001295,3922.2222222222226,-1.7070864541624193
-805.9633698978042,3941.650683329932,14.095151069177925
-860.0000000001379,4000,0.3851406929583781
-622.4168833444987,4000,52.170100190665345
-701.611255563045,4000,34.90844702476303
-780.8056277815915,4000,17.6467938588607
-647.5746254607116,3941.6506833299322,48.61845740098257
-726.7689976792578,3941.6506833299322,31.356804235080247
-672.7323675769243,3883.301366659864,45.0668146112998
-691.4559011739736,3764.046072592536,34.07256014220191
-745.4925312762987,3744.617611484826,18.27032261886156
-799.5291613786238,3725.1891503771158,2.4680850955212112
-685.0216926548102,3703.140095195275,26.629948462786782
-739.0583227571352,3683.711634087565,10.827710939446437
-678.5874841356467,3642.2341177980143,19.18733678337166
-739.0583227571353,3605.9338563097876,11.78189529657677
-799.5291613786239,3647.4113725993384,3.4222694526515465
-860.0000000001124,3688.888888888889,-4.9373563912736795
-799.5291613786238,3569.633594821561,4.37645380978188
-860.0000000001124,3611.1111111111118,-3.983172034143345
-860.0000000001124,3533.333333333334,-3.0289876770130113
-860.0000000001125,3300.000000000001,-0.5342675385608361
-790.179887290276,3334.5237401441314,-3.6911736081602946
-720.3597745804394,3369.047480288262,-6.848079677759753
-650.5396618706029,3403.5712204323922,-10.004985747359212
-860.0000000001125,3377.7777777777787,-1.3658409180448945
-790.179887290276,3412.301517921909,-4.522746987644353
-720.3597745804393,3446.825258066039,-7.679653057243811
-860.0000000001124,3455.555555555556,-2.197414297528953
-790.1798872902759,3490.0792956996866,-5.354320367128411
-669.2382100472988,3562.6798186761403,9.456562606461372
-729.7090486687874,3526.3795571879136,2.0511211196664805
-659.8889359589508,3483.1255195542662,-0.27421157044891975
-860.0000000001124,3066.6666666666674,1.1954513561157945
-784.1866667982679,3103.755955142457,0.7612481119251262
-708.3733335964232,3140.845243618246,0.32704486773445773
-632.5600003945787,3177.9345320940356,-0.10715837645621075
-860.0000000001125,3144.4444444444453,0.6188783912235845
-784.1866667982679,3181.5337329202343,0.184675147032916
-708.3733335964232,3218.6230213960234,-0.24952809715775254
-860.0000000001125,3222.2222222222226,0.042305426331374185
-784.1866667982679,3259.311510698012,-0.3918978178592943
-644.5464413785949,3328.3589909862735,-6.705709957058212
-714.3665540884313,3293.835250842143,-3.548803887458753
-638.5532208865867,3253.146761540155,-3.4064341667572116
-626.6394249469754,3813.98059379083,54.882674563093424
