% Model,HG360_full_setoresRadiador_F7_30mm_ext_simul20_S42.mph
% Version,COMSOL 5.5.0.292
% Date,"Oct 21 2025, 14:48"
% Dimension,2
% Nodes,1108
% Expressions,1
% Description,Surface
% surf3x,surf3y,Color
-860.0000000001124,3766.666666666666,-0.15402560101857427
-806.416531902025,3784.328238614728,-0.0954376431935707
-752.8330638039372,3801.9898105627894,-0.03684968536856717
-699.2495957058496,3819.651382510851,0.02173827245643637
-860.000000000121,3844.4444444444443,-0.13209432788665382
-806.4165319020333,3862.1060163925054,-0.07350637006165026
-752.8330638039456,3879.7675883405673,-0.014918412236646708
-860.0000000001295,3922.222222222222,-0.11016305475473333
-806.4165319020418,3939.8837941702827,-0.05157509692972979
-860.0000000001379,3999.9999999999995,-0.08823178162281287
-686.9862658554196,3629.9836619531984,0.013603011895745748
-744.6575105703173,3675.5446635243543,-0.042273192409027584
-802.3287552852148,3721.10566509551,-0.09814939671380091
-744.6575105703173,3597.766885746577,-0.021111565275297804
-802.3287552852148,3643.327887317733,-0.07698776958007113
-860.0000000001124,3688.8888888888887,-0.13286397388484447
-802.3287552852148,3565.550109539955,-0.05582614244634136
-860.0000000001124,3611.111111111111,-0.11170234675111469
-860.0000000001124,3533.333333333333,-0.09054071961738493
-695.1618190890397,3756.4288089916336,0.019026518936206164
-748.7452871871272,3738.767237043572,-0.03956143888879737
-691.0740424722296,3693.2062354724158,0.016314765415975954
-621.5701533038813,3999.999999999999,0.011922922008057472
-701.0467688693002,3999.9999999999995,-0.02146197920223264
-780.5233844347189,3999.9999999999995,-0.05484688041252275
-647.4633007712042,3939.883794170283,0.01519470549085044
-726.9399163366229,3939.883794170283,-0.018190195719439677
-673.3564482385269,3879.7675883405673,0.018466488973643405
-860.0000000001125,33.33333333333329,-0.009118317708989097
-793.5433813355642,68.84075180256339,-0.029598755069782746
-727.0867626710157,104.34817027179348,-0.05007919243057639
-660.6301440064672,139.85558874102358,-0.07055962979137004
-860.0000000001125,111.11111111111109,-0.0332357642799935
-793.5433813355642,146.61852958034117,-0.05371620164078715
-727.0867626710155,182.12594804957126,-0.0741966390015808
-860.0000000001125,188.88888888888889,-0.057353210850997906
-793.543381335564,224.39630735811897,-0.07783364821179156
-860.0000000001125,266.6666666666667,-0.08147065742200232
-689.9156858763934,-41.36400253749699,0.009704319528769817
-746.6104572509665,-16.46489058055356,0.0034301071161835133
-803.3052286255395,8.434221376389864,-0.0028441052964027916
-746.6104572509727,-94.24266835833131,0.012975614956199293
-803.3052286255455,-69.34355640138789,0.006701402543612988
-860.0000000001186,-44.44444444444445,4.271901310266847E-4
-803.3052286255518,-147.12133417916561,0.01624691038362877
-860.0000000001247,-122.2222222222222,0.009972697971042464
-860.0000000001309,-199.99999999999994,0.019518205811058245
-680.153838586418,19.042527888676528,-0.017050330244610133
-670.3919912964426,79.44905831485005,-0.04380498001799008
-736.848609960991,43.94163984561996,-0.02332454265719644
-665.4228513111767,-94.24266835833133,0.011311477114081293
-722.1176226857558,-147.12133417916561,0.014582772541510768
-778.812394060335,-199.99999999999994,0.017854067968940245
-640.9300167459601,-147.12133417916564,0.012918634699392766
-697.6247881205392,-199.99999999999994,0.016189930126822242
-616.4371821807434,-199.99999999999997,0.014525792284704242
-860.0000000001125,733.333333333333,-0.07701543937121849
-860.0000000001125,655.5555555555553,-0.10690053927235232
-860.0000000001125,577.7777777777776,-0.13678563917348616
-860.0000000001125,499.99999999999983,-0.16667073907462002
-785.6509352390401,702.8079916994019,-0.07810674613383778
-785.65093523904,625.0302139216242,-0.10799184603497161
-785.65093523904,547.2524361438464,-0.13787694593610544
-711.3018704779674,672.2826500654708,-0.07919805289645708
-711.3018704779674,594.5048722876929,-0.10908315279759091
-636.952805716895,641.7573084315395,-0.08028935965907637
-860.0000000001125,422.2222222222222,-0.13827071185708079
-860.0000000001125,344.4444444444444,-0.10987068463954155
-784.470624275448,463.4927487053434,-0.07689511618919444
-784.4706242754479,385.7149709275656,-0.04849508897165522
-784.4706242754479,307.9371931497879,-0.020095061754115975
-708.9412485507834,426.9854974106869,0.012880506696231139
-708.9412485507834,349.2077196329091,0.041280533913770366
-633.4118728261187,390.4782461160304,0.10265612958165671
-634.5921837897109,474.2379335545335,0.04167429983474569
-635.7724947533029,557.9976209930365,-0.01930752991216534
-710.1215595143753,510.74518484918985,-0.048101323050679885
-651.557386946351,223.39647453269254,-0.01282104333369446
-642.4846298862349,306.9373603243614,0.04491754312398112
-718.0140056108994,265.6668338412402,-0.016458052543905224
-457.18217529578476,531.9510292063433,-0.011876621607976144
-517.1057187694881,568.5531222814087,-0.034680867625009555
-577.0292622431915,605.1552153564741,-0.057485113642042965
-515.925407805896,484.7934348429057,0.02630096212190147
-575.8489512795994,521.3955279179711,0.003496716104868061
-574.6686403160074,437.635840479468,0.06447854585177909
-615.0538260290773,-31.917900222309413,-0.012074685942480503
-590.5609914638607,-84.79656604314373,-0.01046752835716903
-566.068156898644,-137.67523186397807,-0.008860370771857556
-540.1919661817611,-22.471797907121836,-0.033853691413730826
-515.6991316165445,-75.35046372795615,-0.032246533828419355
-465.3301063344451,-13.025695591934257,-0.05563269688498116
-605.2919787391019,28.488630203864115,-0.03882933571586046
-530.4301188917857,37.93473251905169,-0.06060834118711078
-595.5301314491263,88.89516063003764,-0.06558398548924041
-418.72941839725996,-75.35046372795615,-0.08220641978962384
-469.09844367935943,-137.67523186397807,-0.058820256733062036
-519.4674689614587,-199.99999999999997,-0.03543409367650023
-372.1287304600748,-137.67523186397807,-0.10878014269426652
-422.4977557421742,-199.99999999999997,-0.0853939796377047
-325.52804252288956,-199.99999999999997,-0.1353538655989092
-860.0000000001124,1433.3333333333328,-0.2280209815406369
-860.0000000001125,1355.5555555555552,-0.17937665771298988
-860.0000000001125,1277.7777777777774,-0.13073233388534283
-860.0000000001124,1199.9999999999995,-0.0820880100576958
-785.4020278202481,1394.661963934984,-0.14940917784837637
-785.402027820248,1316.884186157206,-0.10076485402072936
-785.402027820248,1239.1064083794283,-0.0521205301930823
-710.8040556403836,1355.990594536635,-0.07079737415611585
-710.8040556403835,1278.2128167588571,-0.022153050328468808
-636.2060834605192,1317.319225138286,0.00781442953614468
-860.0000000001125,3300,-0.16405166845328645
-790.0533023538735,3333.5004389591845,-0.10027035592672494
-720.1066047076345,3367.0008779183686,-0.036489043400163415
-650.1599070613955,3400.501316877552,0.027292269126398105
-860.0000000001125,3377.7777777777783,-0.1395480188413193
-790.0533023538735,3411.2782167369623,-0.07576670631475776
-720.1066047076345,3444.778655696146,-0.011985393788196234
-860.0000000001124,3455.5555555555557,-0.11504436922935211
-790.0533023538734,3489.0559945147393,-0.05126305670279058
-674.7108129240783,3553.489546927983,0.01816609763929653
-732.3820576389759,3521.2727707213617,-0.016548479531747023
-662.4353599927368,3476.995431902768,0.02272918338284732
-643.8913252638989,3325.457376357875,0.024943600705036765
-713.8380229101379,3291.956937398691,-0.03883771182152476
-783.7847205563768,3258.4564984395065,-0.10261902434808629
-637.6227434664022,3250.4134358381975,0.022594932283675418
-707.5694411126412,3216.912996879013,-0.0411863802428861
-631.3541616689056,3175.36949531852,0.020246263862314078
-629.6641127708335,3806.7843656139135,0.014626454420274321
-560.0786298358173,3793.917348716975,0.007514636384112269
-490.4931469008012,3781.050331820037,4.028183479502172E-4
-603.7709653035107,3866.900571443629,0.011354670937481354
-534.1854823684945,3854.033554546691,0.004242852901319302
-577.8778178361879,3927.016777273345,0.008082887454688386
-625.5763361540235,3743.5617920946956,0.011914700900044112
-621.4885595372134,3680.339218575478,0.009202947379813902
-555.9908532190072,3730.6947751977573,0.004802882863882059
-618.4756149314686,3607.168371973257,0.009123175295407748
-606.2001620001272,3530.6742569480416,0.01368626103895853
-593.9247090687858,3454.180141922826,0.018249346782509317
-549.9649640075176,3584.353081993315,0.004643338695069746
-537.6895110761761,3507.8589669680996,0.009206424438620532
-481.45431308356655,3561.5377920133733,1.6350209473174607E-4
-484.4672576893115,3634.7086386155947,2.432741791379031E-4
-487.48020229505636,3707.8794852178157,3.230462635440601E-4
-552.9779086132625,3657.5239285955363,0.004723110779475903
-860.0000000001124,3066.666666666667,-0.15724856909732718
-783.7847205563769,3102.9009428839513,-0.09808362477744675
-707.5694411126414,3139.135219101235,-0.03891868045756634
-860.0000000001125,3144.444444444445,-0.15951626888264694
-783.7847205563769,3180.6787206617287,-0.10035132456276653
-860.0000000001125,3222.222222222222,-0.16178396866796668
-634.3751937207523,3090.007534867723,0.019451003525552457
-710.5904731644879,3053.7732586504385,-0.039713940794327954
-786.8057526082235,3017.538982433154,-0.09887888511420838
-637.396225772599,3004.6455744169257,0.018655743188790833
-713.6115052163345,2968.411298199641,-0.040509201131089585
-640.4172578244456,2919.283613966128,0.01786048285202921
-860.0000000001123,2833.333333333333,-0.17672776752930416
-786.8057526082235,2861.983426877598,-0.11186501740219304
-713.6115052163346,2890.633520421863,-0.047002267275081916
-860.0000000001124,2911.1111111111113,-0.17023470138531183
-786.8057526082235,2939.761204655376,-0.1053719512582007
-860.0000000001124,2988.888888888889,-0.1637416352413195
-860.0000000001123,1899.9999999999993,-0.16275655964827898
-784.6711903808507,1938.5839720499837,-0.11300067115392937
-709.3423807615889,1977.1679440999678,-0.06324478265957971
-634.013571142327,2015.7519161499522,-0.013488894165230065
-860.0000000001124,1977.7777777777774,-0.16946109178183724
-784.6711903808507,2016.3617498277615,-0.1197052032874876
-709.3423807615889,2054.9457218777457,-0.06994931479313796
-860.0000000001124,2055.555555555555,-0.1761656239153955
-784.6711903808507,2094.1395276055396,-0.12640973542104583
-860.0000000001124,2133.3333333333335,-0.18287015604895374
-782.7111202502737,1468.028521001219,-0.14212099008374768
-705.4222405004348,1502.723708669105,-0.05622099862685846
-628.1333607505958,1537.418896336991,0.029678992830030778
-860.0000000001127,1511.1111111111109,-0.24045737091427324
-782.7111202502737,1545.806298778997,-0.15455737945738401
-705.4222405004348,1580.5014864468826,-0.06865738800049476
-860.0000000001127,1588.8888888888887,-0.2528937602879095
-782.7111202502737,1623.5840765567746,-0.1669937688310203
-860.0000000001127,1666.6666666666667,-0.26533014966154583
-633.5151758905447,1390.6857822045208,0.015102617300773379
-630.8242683205702,1464.0523392707557,0.022390805065402076
-708.1131480704091,1429.3571516028699,-0.06350918639148714
-438.95096273555504,3854.033554546692,3.6254879519923765E-4
-387.4087785703088,3927.0167772733457,3.222792424482581E-4
-335.8665944050626,3999.9999999999995,2.820096896972786E-4
-482.64329820324843,3927.0167772733453,0.004202583348568322
-431.10111403800215,3999.999999999999,0.0041623137958173425
-526.3356336709417,3999.999999999999,0.008042617901937407
-541.0599568024845,351.6464115970117,0.23671651588324488
-550.1327138626007,268.1055258053427,0.17897792942556928
-559.2054709227168,184.5646400136738,0.12123934296789368
-448.7080407788504,312.81457707799296,0.370776902184833
-457.7807978389664,229.273691286324,0.3130383157271574
-356.35612475521606,273.9827425589743,0.5048372884864212
-423.5734917822619,445.961600323887,0.16036134842348962
-482.31672429237324,398.80400596044933,0.19853893215336724
-389.964808268739,359.97217144143065,0.3325993184549554
-429.0054458080354,82.6437837917019,0.13119063157215294
-392.6807852816257,178.31326317533808,0.318013960029287
-494.10545836537614,133.60421190268787,0.12621498727002334
-272.11482449870846,-122.74427133800584,0.01948699426149416
-218.7016064745272,-45.48854267601169,0.17432785412189752
-165.28838845034605,31.767185985982465,0.3291687139823009
-318.7155124358936,-60.419503201983936,0.046060717166136834
-265.30229441171235,16.836225460010223,0.20090157702654018
-365.3162003730787,1.9052649340379852,0.07263444007077952
-328.99153984666907,97.57474431767416,0.25945776852791363
-228.9776338853027,112.5057048436464,0.38772490548367433
